congratulate	祝う、祝辞を述べる	Everyone congratulated her on passing the difficult exam.	みんなが難関試験の合格を彼女に祝った。	congratulate someone on|congratulate yourself	con-(共に)+ grat(喜ばしい。grateful, grace)。喜びを共にすること。祝う理由は on で示す。
congregation	会衆、集まった人々	The congregation sang together at the end of the service.	会衆は礼拝の最後に一緒に歌った。	a large congregation|address the congregation	con-(共に)+ greg(群れ。gregarious, segregate)。群れとして集まった人々で、特に礼拝に集う人たちを指す。
congressional	議会の	The bill faces a difficult congressional vote next week.	その法案は来週、議会での厳しい採決に直面する。	a congressional hearing|congressional approval	congress(集まって進む場)の形容詞。con-(共に)+ gress(進む)。主に米国の連邦議会について使う。
conquer	征服する、克服する	She finally conquered her fear of speaking in public.	彼女はついに人前で話す恐怖を克服した。	conquer a fear|conquer territory	con-(強め)+ quer(求める。quest, require)。求めて追い詰め、手に入れること。土地にも自分の弱さにも使う。
conscience	良心	His conscience would not let him keep the extra money.	良心が彼にその余分な金を持ち続けさせなかった。	a guilty conscience|a matter of conscience	con-(共に)+ sci(知る。science)。自分の行いを自分が知っている、という感覚。意識 consciousness と混同しないこと。
consciousness	意識、自覚	He lost consciousness for a few seconds after the fall.	彼は転倒後、数秒間意識を失った。	lose consciousness|raise consciousness	conscious(気づいている)の名詞。con-(共に)+ sci(知る)。気づいている状態そのもの。
consecutive	連続した	The team has won five consecutive matches at home.	そのチームはホームで5試合連続で勝っている。	consecutive days|the third consecutive year	con-(共に)+ sec(follow。sequence, second)。間を空けずに続いて起こること。数詞の直後に置く形が多い。
consensus	合意、総意	There is growing consensus among scientists on this point.	この点について科学者の間で合意が広がっている。	reach a consensus|a broad consensus	con-(共に)+ sens(感じる。sense)。全員が同じ方向に感じている状態。多数決ではなく総意である点が要点。
consent	同意、承諾する	Patients must give written consent before the procedure.	患者は処置の前に書面で同意しなければならない。	give consent|informed consent	con-(共に)+ sent(感じる)。相手と同じ気持ちになること。動詞は consent to の形をとる。
conserve	保存する、節約する	Turning off unused lights helps conserve energy.	使っていない照明を消すことはエネルギーの節約に役立つ。	conserve energy|conserve water	con-(すっかり)+ serve(保つ。preserve, reserve)。減らさずに保っておくこと。自然保護にも省エネにも使う。
consistency	一貫性、濃度	What the team lacks is consistency rather than talent.	そのチームに欠けているのは才能ではなく一貫性だ。	lack consistency|the consistency of cream	consist(共に立つ)の名詞。ぶれずに同じ状態で立ち続けること。料理では「とろみ具合」を指す。
consolidate	強化する、統合する	The company consolidated three offices into a single site.	その会社は3つの事務所を1か所に統合した。	consolidate power|consolidate debts	con-(共に)+ solid(固い)。ばらばらのものを固めて一つの強い塊にすること。
constituency	選挙区、支持層	He has represented this constituency for over twenty years.	彼は20年以上この選挙区を代表してきた。	a safe constituency|a key constituency	constitute(構成する)から。議員を立てる住民のまとまり、が核。支持基盤という比喩でも使う。
constitute	構成する、〜に当たる	Women constitute nearly half of the country's workforce.	女性はその国の労働力のほぼ半分を構成している。	constitute a majority|constitute an offence	con-(共に)+ stitute(立てる。institute, statue)。組み合わさって全体を立ち上げること。「〜に相当する」の用法も重要。
constitution	憲法、体質、構成	The constitution guarantees freedom of assembly.	その憲法は集会の自由を保障している。	a written constitution|a strong constitution	constitute の名詞。国を組み立てている根本の決まりが憲法、体を組み立てている素地が体質。
constitutional	憲法上の、体質の	The court ruled that the new law was not constitutional.	裁判所はその新法が憲法に反すると判断した。	a constitutional right|constitutional reform	constitution の形容詞。憲法に照らして認められるかどうかを論じるときに使う。
constraint	制約、制限	Time constraints forced the team to drop two experiments.	時間の制約がチームに2つの実験を断念させた。	budget constraints|under constraint	con-(共に)+ strain(締める。strict, restrain)。ぎゅっと締めつけて動きを狭めるもの。
consultation	相談、協議	The plan was drawn up in consultation with local residents.	その計画は地元住民との協議のうえで作成された。	in consultation with|public consultation	consult(意見を求める)の名詞。ラテン語 consulere(熟慮する)。専門家に相談することにも公聴にも使う。
contemplate	熟考する、考える	She is contemplating a move to a smaller town.	彼女はより小さな町への引っ越しを考えている。	contemplate a change|contemplate doing	con-(共に)+ templ(神殿、見定めた区画)。区切った空間をじっと見つめる、が原義で、腰を据えて考えること。
contempt	軽蔑、侮辱	Her voice carried a note of contempt for the whole process.	彼女の声には手続き全体への軽蔑の響きがあった。	contempt for|treat with contempt	con-(強め)+ tempt(見下す、軽んじる)。相手を自分より下に置く態度。法廷侮辱罪 contempt of court でも使う。
contend	主張する、争う	The author contends that the data has been misinterpreted.	著者はそのデータが誤って解釈されてきたと主張する。	contend that|contend with	con-(共に)+ tend(伸ばす。extend, tension)。互いに張り合うこと。contend with なら困難と渡り合う。
contender	競争者、有力候補	She is a serious contender for the leadership of the party.	彼女は党首の座の有力な候補だ。	a leading contender|a title contender	contend(張り合う)+ -er。勝つ可能性を持って争いに加わっている人。
contention	主張、争点、争い	His main contention is that the survey was poorly designed.	彼の主な主張は、その調査の設計が不十分だったということだ。	a point of contention|a bone of contention	contend の名詞。張り合いの中で押し出された言い分、または張り合いそのもの。
continually	絶えず、何度も	The old printer continually jams during large print jobs.	その古いプリンターは大量印刷の途中で何度も紙詰まりを起こす。	continually changing|continually interrupted	continual の副詞。continuously が「途切れなく」なのに対し、こちらは繰り返し起こる感じ。
contractor	請負業者	The city hired an outside contractor to repair the road.	市は道路を修復するために外部の請負業者を雇った。	a building contractor|an independent contractor	contract(契約)+ -or。契約で仕事を請け負う側の人や会社。従業員ではない点が要点。
contradiction	矛盾、反論	There is a clear contradiction between his words and his actions.	彼の言葉と行動の間には明らかな矛盾がある。	a contradiction between|a contradiction in terms	contra(反対に)+ dict(言う。dictionary, predict)。逆のことを言ってしまっている状態。
contrary	反対の、逆	Contrary to expectations, sales rose during the rainy season.	予想に反して、雨季の間に売上が伸びた。	contrary to|on the contrary	ラテン語 contra(反対に)。真逆であることが核。contrary to は「〜に反して」、on the contrary は前言を打ち消す返し方。
contributor	寄稿者、貢献者、要因	Poor sleep is a major contributor to daytime accidents.	睡眠不足は日中の事故の大きな要因だ。	a major contributor|a regular contributor	contribute(共に与える)+ -or。何かを持ち寄って全体に加える側。良い貢献にも、悪い結果の一因にも使う。
convict	有罪を宣告する	He was convicted of fraud and sentenced to three years.	彼は詐欺で有罪となり、3年の刑を宣告された。	be convicted of|a convicted criminal	con-(すっかり)+ vict(打ち負かす。victory, evident の vid とは別系統)。法廷で言い負かされ有罪と決まること。
conviction	有罪判決、確信	She spoke with the quiet conviction of someone who had seen it.	彼女はそれを見た者の静かな確信をもって語った。	a criminal conviction|deep conviction	convict の名詞。法廷で決着がついた結果が有罪判決、心の中で決着がついた状態が確信。
cooperate	協力する	Local groups cooperated closely during the flood.	洪水の間、地域の団体は緊密に協力した。	cooperate with|cooperate fully	co-(共に)+ operate(働く)。同じ目的のために一緒に動くこと。collaborate より広く、日常的にも使う。
cooperative	協力的な、共同の	The witness was helpful and fully cooperative with police.	その証人は協力的で、警察に全面的に協力した。	a cooperative attitude|highly cooperative	cooperate の形容詞。求めに応じて一緒に動いてくれる態度を指す。名詞なら協同組合。
coordinate	調整する、まとめる	She coordinates volunteers across five different sites.	彼女は5つの異なる拠点のボランティアをとりまとめている。	coordinate efforts|closely coordinate	co-(共に)+ ordin(順序。order)。ばらばらの動きを同じ順序に乗せること。上下ではなく横並びの調整。
coordination	調整、連携、協調運動	Better coordination between departments would save time.	部署間のより良い連携は時間の節約になるだろう。	hand-eye coordination|close coordination	coordinate の名詞。組織の連携にも、体の動きの協調にも使う。
coordinator	まとめ役、調整担当者	The project coordinator sends a short update every Friday.	そのプロジェクトの調整担当者は毎週金曜に短い報告を送る。	a project coordinator|an event coordinator	coordinate + -or。指揮するのではなく、関係者の予定と作業をそろえる役目の人。
cop	警察官	A cop stopped us to ask about the accident.	警察官が事故について尋ねるために私たちを呼び止めた。	call the cops|a traffic cop	copper(捕らえる者)の略とされる。くだけた会話向けで、公的な文書では police officer を使う。
copper	銅	Copper wire conducts electricity better than most metals.	銅線はほとんどの金属より電気をよく通す。	copper wire|a copper pipe	キプロス島産の金属を指すラテン語 cuprum から。元素記号 Cu はこの語の名残。
copyright	著作権	The photographs are protected by copyright for seventy years.	それらの写真は70年間、著作権で保護される。	copyright law|breach of copyright	copy(複製)+ right(権利)。文字どおり「複製する権利」で、誰が複製を許せるかを決める仕組み。
correction	訂正、修正	The paper printed a correction the following morning.	その新聞は翌朝に訂正を掲載した。	make a correction|a minor correction	correct(正しくする)の名詞。cor-(共に)+ rect(まっすぐ。direct)。曲がったものをまっすぐ直すこと。
correlate	相関する、関連づける	Income and life expectancy correlate strongly in most countries.	ほとんどの国で所得と平均寿命は強く相関する。	correlate with|closely correlate	cor-(共に)+ relate(結びつける)。一方が動くともう一方も動く関係。因果とは限らない点が要点。
correlation	相関、関連	The study found no correlation between the two factors.	その研究は2つの要因の間に相関を見いださなかった。	a strong correlation|correlation between	correlate の名詞。二つの数値が一緒に動く度合いを指す統計の語。
correspond	一致する、文通する	The description does not correspond to what we actually saw.	その説明は私たちが実際に見たものと一致しない。	correspond to|correspond with	cor-(共に)+ respond(応じる)。互いに呼応すること。手紙で呼応し合えば文通の意味になる。
correspondence	文通、書簡、一致	All correspondence with the office should be kept on file.	事務所とのすべてのやり取りは記録として保管すること。	business correspondence|correspondence between	correspond の名詞。やり取りされた手紙やメール全体、または二つの物事の対応関係。
correspondent	特派員、通信員	Their Middle East correspondent has reported from the region for years.	彼らの中東特派員は何年もその地域から報道している。	a foreign correspondent|a war correspondent	correspond + -ent(人)。本社と呼応して現地から便りを送る人、が原義。
corresponding	対応する、それに応じた	Sales rose sharply, with a corresponding increase in staff.	売上が急増し、それに応じて人員も増えた。	the corresponding period|a corresponding rise	correspond の形容詞。対になっている相手側の、という意味。前年同期は the corresponding period。
corrupt	腐敗した、汚職の	Several corrupt officials were removed from their posts.	数人の汚職役人が職を解かれた。	a corrupt official|corrupt practices	cor-(すっかり)+ rupt(壊れる。interrupt, rupture)。中から壊れてしまった状態。データの破損にも同じ語を使う。
corruption	汚職、腐敗	The new agency was set up to investigate corruption.	その新しい機関は汚職を調査するために設立された。	political corruption|fight corruption	corrupt の名詞。地位や制度が内側から壊れ、私利のために使われる状態。
costly	高くつく、犠牲の大きい	Replacing the whole system would be far too costly.	システム全体を交換するのはあまりに高くつくだろう。	a costly mistake|prove costly	cost + -ly。-ly でも副詞ではなく形容詞である点に注意。金額だけでなく、失うものの大きさも表す。
councillor	議員、評議員	Local councillors voted to keep the library open.	地方議員たちは図書館の存続を可決した。	a local councillor|a city councillor	council(協議会)+ -or。con-(共に)+ cil(呼ぶ)。呼び集められて協議する場の一員。米つづりは councilor。
counselling	カウンセリング、助言	The school offers free counselling to students under stress.	その学校はストレスを抱える生徒に無料のカウンセリングを提供している。	offer counselling|marriage counselling	counsel(助言)+ -ing。council と混同しやすいが、こちらは助言の意味。米つづりは counseling。
counsellor	カウンセラー、相談員	A student counsellor is available every afternoon.	学生相談員は毎日午後に対応している。	a school counsellor|a career counsellor	counsel(助言する)+ -or。助言を職業とする人。法律の分野では弁護士を指すこともある。
counterpart	対応する相手、同等の存在	The minister met her Japanese counterpart in Tokyo.	その大臣は東京で日本側の同職者と会談した。	a foreign counterpart|meet one's counterpart	counter(対になる)+ part(部分)。もとは割り符の片割れ。別の組織で同じ役割を担う人を指す。
countless	数え切れない、無数の	Countless small shops closed during the long recession.	長い不況の間に数え切れないほどの小さな店が閉店した。	countless times|countless people	count + -less。数える気にならないほど多い、が核。可算名詞の複数形と組む。
coup	クーデター、大成功	The government was overthrown in a bloodless coup.	その政府は無血クーデターで転覆させられた。	a military coup|stage a coup	フランス語 coup(一撃)。coup d'etat の略で、最後の p は発音しない。ひと突きで政権を取ることから。
courtesy	礼儀、丁重さ	He answered every question with unfailing courtesy.	彼はどの質問にも変わらぬ丁重さで答えた。	common courtesy|courtesy of	court(宮廷)から。宮廷にふさわしい振る舞いが原義。courtesy of なら「〜のご厚意により」。
crawl	はう、のろのろ進む	Traffic crawled along the motorway for over an hour.	車は1時間以上、高速道路をのろのろと進んだ。	crawl along|traffic crawls	古ノルド語 krafla。地面に体をつけて進む動きが核で、渋滞や作業の遅さの比喩にも使う。
creator	創造者、制作者	The creator of the series announced a fourth season.	そのシリーズの制作者は第4シーズンを発表した。	the creator of|content creator	create + -or。ラテン語 creare(生み出す)。ゼロから形あるものを生んだ主体を指す。
credibility	信頼性、信憑性	Repeated errors damaged the newspaper's credibility.	度重なる誤りがその新聞の信頼性を損なった。	lose credibility|damage credibility	credible の名詞。ラテン語 credere(信じる。credit, creed)。信じるに足るかどうかの度合い。
credible	信頼できる、もっともらしい	No credible evidence has been produced so far.	これまでのところ信頼できる証拠は示されていない。	a credible witness|credible evidence	cred(信じる)+ -ible。信じてよい水準にある、が核。信じやすい人を指す credulous とは別語なので注意。
creep	忍び寄る、じわじわ進む	Doubt began to creep into her mind during the long wait.	長い待ち時間の間に疑いが彼女の心に忍び込み始めた。	creep into|creep up on	古英語 creopan(はう)。音を立てずにじりじり近づく動きが核。変化がいつのまにか進む比喩にも使う。
critique	批評、講評	The editor wrote a detailed critique of the opening chapter.	編集者は冒頭の章について詳細な批評を書いた。	a critique of|offer a critique	critic と同語源のフランス語形。あら探しではなく、良い点も含めて筋道立てて論じる評のこと。
crown	王冠、王位、頂上	The crown passed to his younger sister after the king died.	王の死後、王位は彼の妹に渡った。	wear a crown|the crown of a hill	ラテン語 corona(輪)。頭に載せる輪から、王位そのものや、丘や歯の「いちばん上」へ広がった。
crude	粗雑な、原油の	They built a crude shelter from branches and plastic sheets.	彼らは枝とビニールシートで粗末な避難所を作った。	crude oil|a crude estimate	ラテン語 crudus(生の)。手を加えていない状態が核。精製前の石油も、洗練されていない作りも同じ語。
crush	押しつぶす、打ち砕く	The falling branch crushed the roof of the parked car.	落ちてきた枝が駐車中の車の屋根を押しつぶした。	crush a rebellion|be crushed by	古フランス語 croissir(砕ける)。形が残らないほど押しつぶすこと。反乱や希望を打ち砕く比喩にも使う。
crystal	結晶、水晶	Salt crystals formed on the surface as the water dried.	水が乾くにつれて表面に塩の結晶ができた。	crystal clear|ice crystals	ギリシャ語 krystallos(氷)。透き通って規則正しい形をしたもの。crystal clear は「透き通るほど明快な」。
cult	カルトの、熱狂的支持	The film flopped at first but later gained cult status.	その映画は当初振るわなかったが、後に熱狂的な支持を得た。	a cult film|a cult following	ラテン語 colere(耕す、崇める)。culture と同語根。少数が熱心に崇める対象、が核。
cultivate	栽培する、育てる	He has cultivated close ties with suppliers over many years.	彼は長年かけて供給業者と緊密な関係を築いてきた。	cultivate land|cultivate a relationship	ラテン語 colere(耕す)。土を耕して作物を育てるのが原義で、人間関係や才能を育てる比喩にも広く使う。
curiosity	好奇心、珍しいもの	Curiosity about how engines work led her to study mechanics.	エンジンの仕組みへの好奇心が彼女を機械工学の勉強へ導いた。	out of curiosity|arouse curiosity	curious の名詞。ラテン語 cura(気にかける。cure, care)。気になって仕方がない状態。
custody	保護、親権、拘留	The children remained in the custody of their grandmother.	子どもたちは祖母の保護下にとどまった。	in custody|take into custody	ラテン語 custos(見張り)。預かって見張る責任が核。親が子を預かれば親権、警察が人を預かれば拘留。
cutting	切り抜き、挿し木	She keeps newspaper cuttings about her father's career.	彼女は父の経歴に関する新聞の切り抜きを保管している。	press cuttings|take a cutting	cut の名詞形。切り取られたひとかけら、が核。植物なら挿し木用の枝、新聞なら記事の切り抜き。
cynical	皮肉な、人を信じない	He has become cynical about political promises.	彼は政治家の約束に対して冷めた見方をするようになった。	cynical about|a cynical view	古代ギリシャの犬儒派 kynikos(犬のような)から。人の善意を疑い、動機は打算だと決めてかかる態度。
dam	ダム、せき止める	The dam supplies both drinking water and electricity.	そのダムは飲料水と電力の両方を供給している。	build a dam|a hydroelectric dam	古い北欧語で「せき」。水をためて流れを止める構造物。動詞では流れをせき止めることを指す。
damaging	有害な、打撃を与える	The report contained damaging evidence about the company.	その報告書には会社にとって打撃となる証拠が含まれていた。	damaging effects|highly damaging	damage の形容詞。物を壊すというより、評判や立場に打撃を与える文脈で多く使う。
dawn	夜明け、始まり	We left the harbour just before dawn to reach the island by noon.	正午までに島に着くため、私たちは夜明け直前に港を出た。	at dawn|the dawn of	古英語 dagian(日になる)。day と同語根。時代や変化の始まりを表す比喩にも使う。
debris	がれき、破片	Volunteers cleared debris from the streets after the storm.	ボランティアが嵐の後、通りからがれきを片づけた。	clear debris|scattered debris	フランス語由来で語末の s は発音しない。壊れた後に散らばった破片の集合を指し、常に単数扱い。
debut	デビュー、初登場	Her debut as a conductor was warmly received.	指揮者としての彼女のデビューは温かく迎えられた。	make one's debut|a debut album	フランス語 debut(出だし)。語末の t は発音しない。公の場に初めて姿を見せることを指す。
decision-making	意思決定	The new system speeds up decision-making at every level.	新しい制度はあらゆる階層での意思決定を速める。	decision-making process|shared decision-making	decision + making。決めるという行為そのものを名詞にした語で、組織論の文脈で頻出する。
decisive	決定的な、決断力のある	Her decisive action prevented a much larger accident.	彼女の決断力ある行動がはるかに大きな事故を防いだ。	a decisive moment|a decisive victory	decide(切って決める)の形容詞。de-(離して)+ cis(切る。scissors)。迷いを断ち切る感じが核。
declaration	宣言、申告	The two countries signed a joint declaration on trade.	両国は貿易に関する共同宣言に署名した。	a joint declaration|a customs declaration	declare の名詞。de-(すっかり)+ clar(明らか。clear)。誰にでも分かるようはっきり示すこと。
dedicated	献身的な、専用の	The clinic has a dedicated team for childhood asthma.	その診療所には小児ぜんそくの専門チームがある。	a dedicated teacher|a dedicated server	dedicate(捧げる)の形容詞。その目的だけに捧げられている、が核。人なら献身的、設備なら専用。
dedication	献身、専念	Years of quiet dedication finally produced results.	何年もの静かな献身がついに成果を生んだ。	dedication to|with dedication	de-(すっかり)+ dic(告げる。dictate)。自分をその目的に差し出すと告げること。本の献辞にも使う。
deed	行為、証書	Small deeds of kindness matter more than grand promises.	小さな親切な行為は大きな約束よりも大切だ。	a good deed|deeds not words	do の名詞形にあたる古い語。行われたこと、が核。法律では権利を証する文書を指す。
deem	〜とみなす、判断する	The proposal was deemed too risky by the committee.	その提案は委員会によって危険すぎると判断された。	be deemed necessary|deem it appropriate	doom と同語源で「判定する」。公的な判断を表す硬い語で、受け身の be deemed の形が多い。
default	初期設定、不履行	The program uses metric units by default.	そのプログラムは初期設定でメートル法の単位を使う。	by default|default settings	de-(離れて)+ fault(欠ける。fail)。何もしなければそのまま、が核。支払いを欠けば債務不履行。
defect	欠陥、不良	A manufacturing defect forced the company to recall the batch.	製造上の欠陥がその会社にその一群の回収を余儀なくさせた。	a design defect|a serious defect	de-(離れて)+ fect(作る。perfect)。作りが完全から外れている点。fault より技術的で硬い響き。
defensive	守りの、防御的な	He became defensive as soon as the topic was raised.	その話題が出るとすぐに彼は身構えた。	a defensive attitude|on the defensive	defend の形容詞。攻めではなく守り。人の態度に使うと「批判を恐れて身構えている」という含みになる。
deficiency	不足、欠乏	A vitamin D deficiency is common in northern countries.	ビタミンDの欠乏は北方の国々でよく見られる。	a vitamin deficiency|a deficiency in	de-(下に)+ fic(なす)。なすべき量に届いていない状態。特に栄養や機能の不足に使う。
deficit	赤字、不足	The government promised to cut the budget deficit by half.	政府は財政赤字を半分に減らすと約束した。	a trade deficit|reduce the deficit	deficiency と同語根。入ってくるものが出ていくものに足りない差額、が核。surplus の反対。
defy	逆らう、寄せつけない	Soldiers who defy direct orders face a military court.	直接の命令に逆らう兵士は軍法会議にかけられる。	defy orders|defy description	de-(離れて)+ fy(信をおく。fidelity)。信義を捨てて背くのが原義。defy description は「説明を寄せつけない」。
delegate	代表、代議員	Delegates from twelve countries attended the conference.	12か国からの代表が会議に出席した。	a delegate to|send a delegate	de-(離れて)+ leg(送る。legate)。送り出された人。動詞なら仕事を人に任せることで、強勢の位置が変わる。
delegation	代表団、委任	A trade delegation visited three factories in the region.	貿易代表団はその地域の3つの工場を訪れた。	a trade delegation|delegation of authority	delegate の名詞。送り出された一団、または権限を人に預けること。
demon	悪霊、鬼	Old stories describe a demon living under the bridge.	古い話は橋の下に住む悪霊について語っている。	inner demons|a demon of	ギリシャ語 daimon(神霊)。もとは善悪を問わない霊で、後に悪い霊に固まった。inner demons なら心の闇。
denial	否定、拒否	Repeated denials failed to convince the public.	度重なる否定は世間を納得させられなかった。	a flat denial|in denial	deny の名詞。事実そのものを認めないこと。in denial は現実を受け入れられずにいる状態。
denounce	糾弾する、公然と非難する	Several members denounced the plan as unfair.	数人の議員がその計画を不公平だと公然と非難した。	denounce as|publicly denounce	de-(下に)+ nounce(告げる。announce, pronounce)。公の場で名指しして責めること。
dense	密集した、濃い	Dense fog closed the airport for most of the morning.	濃い霧が午前中の大半、空港を閉鎖させた。	dense fog|densely populated	ラテン語 densus(厚い)。すき間なく詰まっている状態。人口にも霧にも文章の内容にも使う。
density	密度、濃さ	The city has the highest population density in the country.	その都市は国内で最も人口密度が高い。	population density|high density	dense の名詞。一定の広さや体積にどれだけ詰まっているか、を表す量。
dependence	依存	The country is reducing its dependence on imported fuel.	その国は輸入燃料への依存を減らしている。	dependence on|drug dependence	depend の名詞。de-(下に)+ pend(ぶら下がる。pendant)。相手にぶら下がって成り立っている状態。
depict	描く、描写する	The painting depicts a harbour at the end of the day.	その絵は一日の終わりの港を描いている。	depict as|vividly depict	de-(すっかり)+ pict(描く。picture)。絵や言葉で対象の姿を写し取ること。
deploy	配備する、展開する	Extra staff were deployed to handle the sudden demand.	急な需要に対応するため追加の人員が配置された。	deploy troops|deploy resources	フランス語 deployer(広げる)。display と同語源で「たたんだものを広げる」。人や装備を必要な場所に広げること。
deployment	配備、展開	The deployment of the new software took several weeks.	新しいソフトの展開には数週間かかった。	troop deployment|rapid deployment	deploy の名詞。準備してあった人員や仕組みを実地に広げること、またその作業。
deprive	奪う、与えない	The illness deprived him of sleep for several weeks.	その病気は何週間も彼から睡眠を奪った。	deprive of|be deprived of	de-(離れて)+ prive(自分のものにする。private)。持っていて当然のものを取り上げること。deprive A of B の形。
deputy	副〜、代理	The deputy head runs the school while the principal is away.	校長が不在の間、副校長が学校を運営する。	a deputy director|the deputy mayor	フランス語 deputer(任命して送る)。上役の代わりを務めるよう指名された人。
descend	下る、降りる	The path descends sharply toward the river.	その小道は川に向かって急に下っている。	descend from|descend into	de-(下に)+ scend(登る。ascend)。上下の向きは接頭辞だけで決まる。血筋をさかのぼる be descended from も重要。
descent	下降、家系	The plane began its descent twenty minutes before landing.	その飛行機は着陸の20分前に降下を始めた。	begin a descent|of Irish descent	descend の名詞。下りていく動きが核で、系図をたどって下ってくれば「血筋」。
designate	指定する、任命する	This area has been designated a national park.	この地域は国立公園に指定されている。	designate as|a designated area	de-(はっきり)+ sign(印)。印をつけて「これだ」と定めること。designated driver は運転係に指名された人。
desirable	望ましい、好ましい	Experience abroad is desirable but not essential for this post.	この職には海外経験があることが望ましいが必須ではない。	highly desirable|a desirable outcome	desire + -able。「望むに値する」。求人票では「あれば有利」の意味で使われる決まり文句。
desktop	デスクトップ、卓上型	Most staff still prefer a desktop to a laptop.	ほとんどの職員はいまだにノート型より卓上型を好む。	a desktop computer|on the desktop	desk + top(上)。机の上に置く大きさの機械、が原義。画面上の作業空間の呼び名にも転用された。
destructive	破壊的な、有害な	The storm was the most destructive in fifty years.	その嵐は50年で最も破壊的だった。	destructive power|highly destructive	destroy の形容詞。de-(逆に)+ struct(建てる。structure)。建てたものを崩す働き。
detain	拘束する、引き止める	Two men were detained for questioning at the border.	2人の男が国境で取り調べのため拘束された。	be detained by police|detain someone	de-(離して)+ tain(保つ。contain, retain)。行かせずに手元に留めること。警察の拘束にも、単に引き止めるにも使う。
detection	検出、発見	Early detection greatly improves the chance of recovery.	早期発見は回復の可能性を大きく高める。	early detection|the detection of	detect の名詞。de-(取り去る)+ tect(覆う)。覆いを取り去って隠れていたものを見つけること。
detention	拘留、居残り	He spent two nights in detention before being released.	彼は釈放される前に2晩拘留された。	in detention|a detention centre	detain の名詞。行動の自由を止めておく状態。学校では放課後の居残り罰を指す。
deteriorate	悪化する	Her health deteriorated rapidly during the winter.	彼女の健康は冬の間に急速に悪化した。	deteriorate rapidly|conditions deteriorate	ラテン語 deterior(より悪い)。時間とともに質が落ちていくこと。急変ではなく下り坂を進む感じ。
devastate	荒廃させる、打ちのめす	The floods devastated farmland across the whole valley.	洪水は谷全体の農地を壊滅させた。	be devastated by|devastate a region	ラテン語 vastus(荒れ果てた。vast, waste)。土地を空っぽにするのが原義で、心を打ちのめす意味にも使う。
devil	悪魔	The old play features a devil who bargains for souls.	その古い劇には魂と取引する悪魔が登場する。	the devil|a devil of a job	ギリシャ語 diabolos(中傷する者)。dia-(横切って)+ bol(投げる)。言葉を投げつけて仲を裂く者、が原義。
devise	考案する、工夫する	Engineers devised a simple way to test the material.	技術者たちはその素材を試験する簡単な方法を考案した。	devise a plan|devise a method	ラテン語 dividere(分ける)。物事を分解して組み直すことから「工夫する」へ。device はその成果物。
diagnose	診断する	She was diagnosed with a rare blood disorder last year.	彼女は昨年、まれな血液の病気と診断された。	be diagnosed with|diagnose a fault	dia-(通して)+ gno(知る。know, ignore)。症状を通して原因を見抜くこと。機械の故障診断にも使う。
diagnosis	診断	A second opinion confirmed the original diagnosis.	第二の意見が当初の診断を裏づけた。	make a diagnosis|an early diagnosis	diagnose の名詞。複数形は diagnoses と綴りが変わる点に注意。
dictate	指示する、書き取らせる	Market conditions dictate how much we can charge.	市場の状況が私たちの設定できる価格を左右する。	dictate terms|dictate a letter	dict(言う。dictionary)+ -ate。言葉で相手を動かすこと。状況が主語なら「〜を決めてしまう」。
dictator	独裁者	The country was ruled by a military dictator for decades.	その国は何十年も軍事独裁者に支配されていた。	a brutal dictator|under a dictator	dictate + -or。自分の言うことだけを通す人。もとはローマの非常時に任命された臨時の全権職。
differentiate	区別する、差をつける	Customers cannot easily differentiate between the two brands.	顧客はその2つのブランドを簡単には区別できない。	differentiate between|differentiate from	different + -iate。違いを見つけて分けること。商品を他社と差別化する意味でもよく使う。
dignity	尊厳、威厳	Everyone deserves to be treated with dignity at work.	誰もが職場で尊厳をもって扱われるに値する。	human dignity|with dignity	ラテン語 dignus(価値がある)。人として値打ちがあることが核。おごりではなく、静かな品位を指す。
dilemma	板挟み、ジレンマ	Parents face a real dilemma when both options cost too much.	どちらの選択肢も高くつくとき、親は本当の板挟みに直面する。	face a dilemma|a moral dilemma	ギリシャ語 di-(二つ)+ lemma(前提)。どちらを選んでも困る二択が原義で、単なる悩みには使わない。
diminish	減少する、弱める	Interest in the project diminished after the funding ended.	資金が尽きた後、その事業への関心は薄れた。	diminish rapidly|diminishing returns	ラテン語 minus(より少ない。minimum, minor)。少しずつ小さくなること。
dip	浸す、少し下がる	Sales dipped slightly in the last quarter of the year.	売上は年度最終四半期にわずかに落ち込んだ。	dip into|a slight dip	古英語 dyppan(浸す)。deep と同語根で「下へ入れる」。数値が一時的に下がる意味にも広く使う。
diplomat	外交官	A retired diplomat was asked to lead the talks.	退任した外交官がその協議を主導するよう求められた。	a senior diplomat|a career diplomat	ギリシャ語 diploma(二つ折りの公文書)。折りたたんだ公式書状を携えて交渉に行く人、が原義。
diplomatic	外交の、如才ない	She found a diplomatic way to refuse the invitation.	彼女は角の立たない断り方を見つけた。	diplomatic relations|a diplomatic answer	diplomat の形容詞。国家間の交渉を指すほか、人を傷つけずに立ち回る器用さも表す。
directory	名簿、ディレクトリ	Her number is not listed in the company directory.	彼女の番号は社員名簿に載っていない。	a telephone directory|a root directory	direct(向ける)+ -ory。目的の相手へ導くための一覧。コンピューターのフォルダー階層も同じ発想。
